
2024/09/02 (21:34:43) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/02 (21:35:53) | ===> btop++ v.1.3.2
2024/09/02 (21:35:53) | INFO: Logger set to INFO
2024/09/02 (21:35:53) | INFO: Running on /dev/pts/1
2024/09/02 (21:35:53) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/02 (21:35:53) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/02 (21:36:35) | ===> btop++ v.1.3.2
2024/09/02 (21:36:35) | INFO: Logger set to INFO
2024/09/02 (21:36:35) | INFO: Running on /dev/pts/1
2024/09/02 (21:36:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/02 (21:36:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/02 (21:36:50) | INFO: Quitting! Runtime: 00:00:15

2024/09/02 (22:19:04) | ===> btop++ v.1.3.2
2024/09/02 (22:19:04) | INFO: Logger set to INFO
2024/09/02 (22:19:04) | INFO: Running on /dev/pts/2
2024/09/02 (22:19:04) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/02 (22:19:04) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/02 (22:41:12) | ===> btop++ v.1.3.2
2024/09/02 (22:41:12) | INFO: Logger set to INFO
2024/09/02 (22:41:12) | INFO: Running on /dev/pts/2
2024/09/02 (22:41:12) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/02 (22:41:12) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (02:25:19) | ===> btop++ v.1.3.2
2024/09/03 (02:25:19) | INFO: Logger set to INFO
2024/09/03 (02:25:19) | INFO: Running on /dev/pts/1
2024/09/03 (02:25:19) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (02:25:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (02:34:49) | ===> btop++ v.1.3.2
2024/09/03 (02:34:49) | INFO: Logger set to INFO
2024/09/03 (02:34:49) | INFO: Running on /dev/pts/2
2024/09/03 (02:34:49) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (02:34:49) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (02:43:06) | ===> btop++ v.1.3.2
2024/09/03 (02:43:06) | INFO: Logger set to INFO
2024/09/03 (02:43:06) | INFO: Running on /dev/pts/2
2024/09/03 (02:43:06) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (02:43:06) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (10:34:41) | ===> btop++ v.1.3.2
2024/09/03 (10:34:41) | INFO: Logger set to INFO
2024/09/03 (10:34:41) | INFO: Running on /dev/pts/0
2024/09/03 (10:34:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (10:34:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (13:55:01) | ===> btop++ v.1.3.2
2024/09/03 (13:55:01) | INFO: Logger set to INFO
2024/09/03 (13:55:01) | INFO: Running on /dev/pts/0
2024/09/03 (13:55:01) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (13:55:01) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (13:55:34) | ===> btop++ v.1.3.2
2024/09/03 (13:55:34) | INFO: Logger set to INFO
2024/09/03 (13:55:34) | INFO: Running on /dev/pts/0
2024/09/03 (13:55:34) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (13:55:34) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (13:58:37) | ===> btop++ v.1.3.2
2024/09/03 (13:58:37) | INFO: Logger set to INFO
2024/09/03 (13:58:37) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/09/03 (13:58:37) | INFO: Quitting! Runtime: 00:00:00

2024/09/03 (13:58:48) | ===> btop++ v.1.3.2
2024/09/03 (13:58:48) | INFO: Logger set to INFO
2024/09/03 (13:58:48) | INFO: Running on /dev/pts/0
2024/09/03 (13:58:48) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (13:58:48) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (13:58:58) | ===> btop++ v.1.3.2
2024/09/03 (13:58:58) | INFO: Logger set to INFO
2024/09/03 (13:58:58) | INFO: Running on /dev/pts/1
2024/09/03 (13:58:58) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (13:58:58) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (13:59:09) | ===> btop++ v.1.3.2
2024/09/03 (13:59:09) | INFO: Logger set to INFO
2024/09/03 (13:59:09) | INFO: Running on /dev/pts/0
2024/09/03 (13:59:09) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (13:59:09) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (13:59:09) | ===> btop++ v.1.3.2
2024/09/03 (13:59:09) | INFO: Logger set to INFO
2024/09/03 (13:59:09) | INFO: Running on /dev/pts/1
2024/09/03 (13:59:09) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (13:59:09) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (13:59:10) | ===> btop++ v.1.3.2
2024/09/03 (13:59:10) | INFO: Logger set to INFO
2024/09/03 (13:59:10) | INFO: Running on /dev/pts/2
2024/09/03 (13:59:10) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (13:59:10) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:33) | ===> btop++ v.1.3.2
2024/09/03 (14:00:33) | INFO: Logger set to INFO
2024/09/03 (14:00:33) | INFO: Running on /dev/pts/1
2024/09/03 (14:00:33) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:33) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:34) | ===> btop++ v.1.3.2
2024/09/03 (14:00:34) | INFO: Logger set to INFO
2024/09/03 (14:00:34) | INFO: Running on /dev/pts/2
2024/09/03 (14:00:34) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:34) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:34) | ===> btop++ v.1.3.2
2024/09/03 (14:00:34) | INFO: Logger set to INFO
2024/09/03 (14:00:34) | INFO: Running on /dev/pts/3
2024/09/03 (14:00:34) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:34) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:35) | ===> btop++ v.1.3.2
2024/09/03 (14:00:35) | INFO: Logger set to INFO
2024/09/03 (14:00:35) | INFO: Running on /dev/pts/4
2024/09/03 (14:00:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:35) | ===> btop++ v.1.3.2
2024/09/03 (14:00:35) | INFO: Logger set to INFO
2024/09/03 (14:00:35) | INFO: Running on /dev/pts/5
2024/09/03 (14:00:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:35) | ===> btop++ v.1.3.2
2024/09/03 (14:00:35) | INFO: Logger set to INFO
2024/09/03 (14:00:35) | INFO: Running on /dev/pts/6
2024/09/03 (14:00:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:35) | ===> btop++ v.1.3.2
2024/09/03 (14:00:35) | INFO: Logger set to INFO
2024/09/03 (14:00:35) | INFO: Running on /dev/pts/7
2024/09/03 (14:00:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:35) | ===> btop++ v.1.3.2
2024/09/03 (14:00:35) | INFO: Logger set to INFO
2024/09/03 (14:00:35) | INFO: Running on /dev/pts/8
2024/09/03 (14:00:35) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:35) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:36) | ===> btop++ v.1.3.2
2024/09/03 (14:00:36) | INFO: Logger set to INFO
2024/09/03 (14:00:36) | INFO: Running on /dev/pts/9
2024/09/03 (14:00:36) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:36) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:36) | ===> btop++ v.1.3.2
2024/09/03 (14:00:36) | INFO: Logger set to INFO
2024/09/03 (14:00:36) | INFO: Running on /dev/pts/10
2024/09/03 (14:00:36) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:36) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:36) | ===> btop++ v.1.3.2
2024/09/03 (14:00:36) | INFO: Logger set to INFO
2024/09/03 (14:00:36) | INFO: Running on /dev/pts/11
2024/09/03 (14:00:36) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:36) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:36) | ===> btop++ v.1.3.2
2024/09/03 (14:00:36) | INFO: Logger set to INFO
2024/09/03 (14:00:36) | INFO: Running on /dev/pts/12
2024/09/03 (14:00:36) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:36) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:36) | ===> btop++ v.1.3.2
2024/09/03 (14:00:36) | INFO: Logger set to INFO
2024/09/03 (14:00:36) | INFO: Running on /dev/pts/13
2024/09/03 (14:00:36) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:36) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (14:00:45) | ===> btop++ v.1.3.2
2024/09/03 (14:00:45) | INFO: Logger set to INFO
2024/09/03 (14:00:45) | INFO: Running on /dev/pts/1
2024/09/03 (14:00:45) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (14:00:45) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/03 (20:23:31) | ===> btop++ v.1.3.2
2024/09/03 (20:23:31) | INFO: Logger set to INFO
2024/09/03 (20:23:31) | INFO: Running on /dev/pts/0
2024/09/03 (20:23:31) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/03 (20:23:31) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/04 (02:53:57) | ===> btop++ v.1.3.2
2024/09/04 (02:53:57) | INFO: Logger set to INFO
2024/09/04 (02:53:57) | INFO: Running on /dev/pts/2
2024/09/04 (02:53:57) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/04 (02:53:57) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/04 (02:54:55) | ===> btop++ v.1.3.2
2024/09/04 (02:54:55) | INFO: Logger set to INFO
2024/09/04 (02:54:55) | INFO: Running on /dev/pts/3
2024/09/04 (02:54:55) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/04 (02:54:55) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/04 (02:54:57) | INFO: Quitting! Runtime: 00:00:02

2024/09/04 (02:55:04) | ===> btop++ v.1.3.2
2024/09/04 (02:55:04) | INFO: Logger set to INFO
2024/09/04 (02:55:04) | INFO: Running on /dev/pts/2
2024/09/04 (02:55:04) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/04 (02:55:04) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/04 (02:55:06) | INFO: Quitting! Runtime: 00:00:02

2024/09/04 (02:55:11) | ===> btop++ v.1.3.2
2024/09/04 (02:55:11) | INFO: Logger set to INFO
2024/09/04 (02:55:11) | INFO: Running on /dev/pts/2
2024/09/04 (02:55:11) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/04 (02:55:11) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/04 (02:55:15) | INFO: Quitting! Runtime: 00:00:04

2024/09/04 (03:16:14) | ===> btop++ v.1.3.2
2024/09/04 (03:16:14) | INFO: Logger set to INFO
2024/09/04 (03:16:14) | INFO: Running on /dev/pts/0
2024/09/04 (03:16:15) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/04 (03:16:15) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/04 (03:16:48) | ===> btop++ v.1.3.2
2024/09/04 (03:16:48) | INFO: Logger set to INFO
2024/09/04 (03:16:48) | INFO: Running on /dev/pts/0
2024/09/04 (03:16:48) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/04 (03:16:48) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/04 (03:19:52) | INFO: Quitting! Runtime: 00:03:04

2024/09/04 (16:12:41) | ===> btop++ v.1.3.2
2024/09/04 (16:12:41) | INFO: Logger set to INFO
2024/09/04 (16:12:41) | INFO: Running on /dev/pts/3
2024/09/04 (16:12:41) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/04 (16:12:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/04 (16:38:24) | INFO: Quitting! Runtime: 00:25:43

2024/09/04 (16:53:58) | ===> btop++ v.1.3.2
2024/09/04 (16:53:58) | INFO: Logger set to INFO
2024/09/04 (16:53:58) | INFO: Running on /dev/pts/1
2024/09/04 (16:53:58) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/04 (16:53:58) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/05 (12:13:26) | ===> btop++ v.1.3.2
2024/09/05 (12:13:26) | INFO: Logger set to INFO
2024/09/05 (12:13:26) | INFO: Running on /dev/pts/0
2024/09/05 (12:13:26) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/05 (12:13:26) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/05 (15:22:32) | ===> btop++ v.1.3.2
2024/09/05 (15:22:32) | INFO: Logger set to INFO
2024/09/05 (15:22:32) | INFO: Running on /dev/pts/2
2024/09/05 (15:22:32) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/05 (15:22:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/05 (18:30:30) | ===> btop++ v.1.3.2
2024/09/05 (18:30:30) | INFO: Logger set to INFO
2024/09/05 (18:30:30) | INFO: Running on /dev/pts/4
2024/09/05 (18:30:30) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/05 (18:30:30) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/05 (18:47:04) | ===> btop++ v.1.3.2
2024/09/05 (18:47:04) | INFO: Logger set to INFO
2024/09/05 (18:47:04) | INFO: Running on /dev/pts/0
2024/09/05 (18:47:04) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/05 (18:47:04) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/06 (01:07:19) | ===> btop++ v.1.3.2
2024/09/06 (01:07:19) | INFO: Logger set to INFO
2024/09/06 (01:07:19) | INFO: Running on /dev/pts/1
2024/09/06 (01:07:19) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/06 (01:07:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/06 (09:06:44) | ===> btop++ v.1.3.2
2024/09/06 (09:06:44) | INFO: Logger set to INFO
2024/09/06 (09:06:44) | INFO: Running on /dev/pts/0
2024/09/06 (09:06:44) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/06 (09:06:44) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2024/09/06 (09:06:50) | INFO: Quitting! Runtime: 00:00:06

2024/09/06 (09:09:10) | ===> btop++ v.1.3.2
2024/09/06 (09:09:10) | INFO: Logger set to INFO
2024/09/06 (09:09:10) | INFO: Running on /dev/pts/0
2024/09/06 (09:09:10) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/06 (09:09:10) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/06 (18:11:51) | ===> btop++ v.1.3.2
2024/09/06 (18:11:51) | INFO: Logger set to INFO
2024/09/06 (18:11:51) | INFO: Running on /dev/pts/7
2024/09/06 (18:11:51) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/06 (18:11:51) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/06 (21:09:03) | ===> btop++ v.1.3.2
2024/09/06 (21:09:03) | INFO: Logger set to INFO
2024/09/06 (21:09:03) | INFO: Running on /dev/pts/2
2024/09/06 (21:09:03) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/06 (21:09:03) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/06 (23:06:25) | ===> btop++ v.1.3.2
2024/09/06 (23:06:25) | INFO: Logger set to INFO
2024/09/06 (23:06:25) | INFO: Running on /dev/pts/4
2024/09/06 (23:06:25) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/06 (23:06:25) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/06 (23:58:08) | ===> btop++ v.1.3.2
2024/09/06 (23:58:08) | INFO: Logger set to INFO
2024/09/06 (23:58:08) | INFO: Running on /dev/pts/1
2024/09/06 (23:58:08) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/06 (23:58:08) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/07 (13:52:07) | ===> btop++ v.1.3.2
2024/09/07 (13:52:07) | INFO: Logger set to INFO
2024/09/07 (13:52:07) | INFO: Running on /dev/pts/2
2024/09/07 (13:52:07) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/07 (13:52:07) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/07 (13:54:30) | ===> btop++ v.1.3.2
2024/09/07 (13:54:30) | INFO: Logger set to INFO
2024/09/07 (13:54:30) | INFO: Running on /dev/pts/1
2024/09/07 (13:54:30) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/07 (13:54:30) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/07 (16:26:16) | ===> btop++ v.1.3.2
2024/09/07 (16:26:16) | INFO: Logger set to INFO
2024/09/07 (16:26:16) | INFO: Running on /dev/pts/1
2024/09/07 (16:26:16) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/07 (16:26:16) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/07 (21:11:24) | ===> btop++ v.1.3.2
2024/09/07 (21:11:24) | INFO: Logger set to INFO
2024/09/07 (21:11:24) | INFO: Running on /dev/pts/0
2024/09/07 (21:11:24) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/07 (21:11:24) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/07 (23:47:31) | ===> btop++ v.1.3.2
2024/09/07 (23:47:31) | INFO: Logger set to INFO
2024/09/07 (23:47:31) | INFO: Running on /dev/pts/0
2024/09/07 (23:47:31) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/07 (23:47:31) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/09 (14:01:24) | ===> btop++ v.1.3.2
2024/09/09 (14:01:24) | INFO: Logger set to INFO
2024/09/09 (14:01:24) | INFO: Running on /dev/pts/3
2024/09/09 (14:01:24) | INFO: Failed to load libnvidia-ml.so, NVIDIA GPUs will not be detected: libnvidia-ml.so.1: cannot open shared object file: No such file or directory
2024/09/09 (14:01:24) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory

2024/09/09 (15:20:06) | ===> btop++ v.1.3.2
2024/09/09 (15:20:06) | INFO: Logger set to INFO
