
2024/07/26 (17:34:52) | INFO: Logger set to INFO
2024/07/26 (17:34:52) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/26 (17:34:52) | INFO: Quitting! Runtime: 00:00:00

2024/07/26 (17:37:13) | ===> btop++ v.1.3.0
2024/07/26 (17:37:13) | INFO: Logger set to INFO
2024/07/26 (17:37:13) | INFO: Running on /dev/pts/2
2024/07/26 (17:37:15) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/26 (18:05:47) | INFO: Quitting! Runtime: 00:28:34

2024/07/26 (18:06:21) | ===> btop++ v.1.3.0
2024/07/26 (18:06:21) | INFO: Logger set to INFO
2024/07/26 (18:06:21) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/26 (18:06:21) | INFO: Quitting! Runtime: 00:00:00

2024/07/26 (18:07:25) | ===> btop++ v.1.3.0
2024/07/26 (18:07:25) | INFO: Logger set to INFO
2024/07/26 (18:07:25) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/26 (18:07:25) | INFO: Quitting! Runtime: 00:00:00

2024/07/26 (18:44:12) | ===> btop++ v.1.3.0
2024/07/26 (18:44:12) | INFO: Logger set to INFO
2024/07/26 (18:44:12) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/26 (18:44:12) | INFO: Quitting! Runtime: 00:00:00

2024/07/26 (18:51:39) | ===> btop++ v.1.3.0
2024/07/26 (18:51:39) | INFO: Logger set to INFO
2024/07/26 (18:51:39) | INFO: Running on /dev/pts/1
2024/07/26 (18:51:39) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/26 (19:33:42) | INFO: Quitting! Runtime: 00:42:03

2024/07/26 (22:26:41) | ===> btop++ v.1.3.0
2024/07/26 (22:26:41) | INFO: Logger set to INFO
2024/07/26 (22:26:41) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/26 (22:26:41) | INFO: Quitting! Runtime: 00:00:01

2024/07/27 (09:21:53) | ===> btop++ v.1.3.0
2024/07/27 (09:21:53) | INFO: Logger set to INFO
2024/07/27 (09:21:53) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/27 (09:21:53) | INFO: Quitting! Runtime: 00:00:00

2024/07/27 (10:15:46) | ===> btop++ v.1.3.0
2024/07/27 (10:15:46) | INFO: Logger set to INFO
2024/07/27 (10:15:46) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/27 (10:15:46) | INFO: Quitting! Runtime: 00:00:00

2024/07/27 (10:16:03) | ===> btop++ v.1.3.0
2024/07/27 (10:16:03) | INFO: Logger set to INFO
2024/07/27 (10:16:03) | INFO: Running on /dev/pts/2
2024/07/27 (10:16:04) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/27 (10:21:06) | ===> btop++ v.1.3.0
2024/07/27 (10:21:06) | INFO: Logger set to INFO
2024/07/27 (10:21:06) | INFO: Running on /dev/pts/4
2024/07/27 (10:21:07) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/27 (14:59:10) | ===> btop++ v.1.3.0
2024/07/27 (14:59:10) | INFO: Logger set to INFO
2024/07/27 (14:59:10) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/27 (14:59:10) | INFO: Quitting! Runtime: 00:00:00

2024/07/27 (14:59:19) | ===> btop++ v.1.3.0
2024/07/27 (14:59:19) | INFO: Logger set to INFO
2024/07/27 (14:59:19) | INFO: Running on /dev/pts/2
2024/07/27 (14:59:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/27 (19:30:25) | ===> btop++ v.1.3.0
2024/07/27 (19:30:25) | INFO: Logger set to INFO
2024/07/27 (19:30:25) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/27 (19:30:25) | INFO: Quitting! Runtime: 00:00:00

2024/07/27 (22:25:01) | ===> btop++ v.1.3.0
2024/07/27 (22:25:01) | INFO: Logger set to INFO
2024/07/27 (22:25:01) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/27 (22:25:01) | INFO: Quitting! Runtime: 00:00:00

2024/07/27 (22:38:44) | ===> btop++ v.1.3.0
2024/07/27 (22:38:44) | INFO: Logger set to INFO
2024/07/27 (22:38:44) | INFO: Running on /dev/pts/2
2024/07/27 (22:38:46) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/27 (22:38:55) | INFO: Quitting! Runtime: 00:00:11

2024/07/27 (22:44:30) | ===> btop++ v.1.3.0
2024/07/27 (22:44:30) | INFO: Logger set to INFO
2024/07/27 (22:44:30) | INFO: Running on /dev/pts/2
2024/07/27 (22:44:31) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/27 (22:45:53) | INFO: Quitting! Runtime: 00:01:23

2024/07/29 (06:23:14) | ===> btop++ v.1.3.0
2024/07/29 (06:23:14) | INFO: Logger set to INFO
2024/07/29 (06:23:14) | INFO: Running on /dev/pts/2
2024/07/29 (06:23:16) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/29 (07:15:20) | ===> btop++ v.1.3.0
2024/07/29 (07:15:20) | INFO: Logger set to INFO
2024/07/29 (07:15:20) | INFO: Running on /dev/pts/2
2024/07/29 (07:15:21) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/29 (12:22:28) | ===> btop++ v.1.3.0
2024/07/29 (12:22:28) | INFO: Logger set to INFO
2024/07/29 (12:22:28) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/29 (12:22:28) | INFO: Quitting! Runtime: 00:00:00

2024/07/29 (19:15:20) | ===> btop++ v.1.3.0
2024/07/29 (19:15:20) | INFO: Logger set to INFO
2024/07/29 (19:15:20) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/29 (19:15:20) | INFO: Quitting! Runtime: 00:00:00

2024/07/29 (22:23:09) | ===> btop++ v.1.3.0
2024/07/29 (22:23:09) | INFO: Logger set to INFO
2024/07/29 (22:23:09) | INFO: Running on /dev/pts/2
2024/07/29 (22:23:10) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/29 (22:23:39) | ===> btop++ v.1.3.0
2024/07/29 (22:23:39) | INFO: Logger set to INFO
2024/07/29 (22:23:39) | INFO: Running on /dev/pts/3
2024/07/29 (22:23:40) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/29 (22:26:28) | ===> btop++ v.1.3.0
2024/07/29 (22:26:28) | INFO: Logger set to INFO
2024/07/29 (22:26:28) | INFO: Running on /dev/pts/3
2024/07/29 (22:26:29) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/30 (14:04:21) | ===> btop++ v.1.3.0
2024/07/30 (14:04:21) | INFO: Logger set to INFO
2024/07/30 (14:04:21) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/30 (14:04:21) | INFO: Quitting! Runtime: 00:00:00

2024/07/30 (14:30:43) | ===> btop++ v.1.3.0
2024/07/30 (14:30:43) | INFO: Logger set to INFO
2024/07/30 (14:30:43) | INFO: Running on /dev/pts/2
2024/07/30 (14:30:44) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/30 (15:57:35) | ===> btop++ v.1.3.0
2024/07/30 (15:57:35) | INFO: Logger set to INFO
2024/07/30 (15:57:35) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/30 (15:57:35) | INFO: Quitting! Runtime: 00:00:00

2024/07/30 (16:02:15) | ===> btop++ v.1.3.0
2024/07/30 (16:02:15) | INFO: Logger set to INFO
2024/07/30 (16:02:15) | INFO: Running on /dev/pts/3
2024/07/30 (16:02:16) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (11:55:21) | ===> btop++ v.1.3.0
2024/07/31 (11:55:21) | INFO: Logger set to INFO
2024/07/31 (11:55:21) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/31 (11:55:21) | INFO: Quitting! Runtime: 00:00:01

2024/07/31 (11:57:01) | ===> btop++ v.1.3.0
2024/07/31 (11:57:01) | INFO: Logger set to INFO
2024/07/31 (11:57:01) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/31 (11:57:01) | INFO: Quitting! Runtime: 00:00:00

2024/07/31 (11:58:16) | ===> btop++ v.1.3.0
2024/07/31 (11:58:16) | INFO: Logger set to INFO
2024/07/31 (11:58:16) | INFO: Running on /dev/pts/2
2024/07/31 (11:58:17) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (13:00:25) | ===> btop++ v.1.3.0
2024/07/31 (13:00:25) | INFO: Logger set to INFO
2024/07/31 (13:00:25) | INFO: Running on /dev/pts/3
2024/07/31 (13:00:26) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (13:00:36) | INFO: Quitting! Runtime: 01:02:20

2024/07/31 (13:03:31) | ===> btop++ v.1.3.0
2024/07/31 (13:03:31) | INFO: Logger set to INFO
2024/07/31 (13:03:31) | INFO: Running on /dev/pts/1
2024/07/31 (13:03:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (14:54:01) | ===> btop++ v.1.3.0
2024/07/31 (14:54:01) | INFO: Logger set to INFO
2024/07/31 (14:54:01) | INFO: Running on /dev/pts/1
2024/07/31 (14:54:02) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (14:58:47) | INFO: Quitting! Runtime: 00:04:46

2024/07/31 (14:59:43) | ===> btop++ v.1.3.0
2024/07/31 (14:59:43) | INFO: Logger set to INFO
2024/07/31 (14:59:43) | INFO: Running on /dev/pts/3
2024/07/31 (14:59:44) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (15:01:18) | INFO: Quitting! Runtime: 00:01:35

2024/07/31 (15:36:02) | ===> btop++ v.1.3.0
2024/07/31 (15:36:02) | INFO: Logger set to INFO
2024/07/31 (15:36:02) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/31 (15:36:02) | INFO: Quitting! Runtime: 00:00:00

2024/07/31 (15:38:49) | ===> btop++ v.1.3.0
2024/07/31 (15:38:49) | INFO: Logger set to INFO
2024/07/31 (15:38:49) | INFO: Running on /dev/pts/3
2024/07/31 (15:38:50) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (15:39:04) | INFO: Quitting! Runtime: 00:00:15

2024/07/31 (15:39:39) | ===> btop++ v.1.3.0
2024/07/31 (15:39:39) | INFO: Logger set to INFO
2024/07/31 (15:39:39) | INFO: Running on /dev/pts/3
2024/07/31 (15:39:40) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (15:41:33) | ===> btop++ v.1.3.0
2024/07/31 (15:41:33) | INFO: Logger set to INFO
2024/07/31 (15:41:33) | ERROR: No tty detected!
btop++ needs an interactive shell to run.
2024/07/31 (15:41:33) | INFO: Quitting! Runtime: 00:00:00

2024/07/31 (17:29:31) | ===> btop++ v.1.3.0
2024/07/31 (17:29:31) | INFO: Logger set to INFO
2024/07/31 (17:29:31) | INFO: Running on /dev/pts/1
2024/07/31 (17:29:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (17:34:19) | ===> btop++ v.1.3.0
2024/07/31 (17:34:19) | INFO: Logger set to INFO
2024/07/31 (17:34:19) | INFO: Running on /dev/pts/2
2024/07/31 (17:34:20) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (17:35:51) | INFO: Quitting! Runtime: 00:06:20

2024/07/31 (17:41:20) | ===> btop++ v.1.3.0
2024/07/31 (17:41:20) | INFO: Logger set to INFO
2024/07/31 (17:41:20) | INFO: Running on /dev/pts/1
2024/07/31 (17:41:21) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (18:12:18) | ===> btop++ v.1.3.0
2024/07/31 (18:12:18) | INFO: Logger set to INFO
2024/07/31 (18:12:18) | INFO: Running on /dev/pts/2
2024/07/31 (18:12:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (18:13:44) | INFO: Quitting! Runtime: 00:01:26

2024/07/31 (19:31:36) | ===> btop++ v.1.3.0
2024/07/31 (19:31:36) | INFO: Logger set to INFO
2024/07/31 (19:31:36) | INFO: Running on /dev/pts/2
2024/07/31 (19:31:37) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (20:00:04) | ===> btop++ v.1.3.0
2024/07/31 (20:00:04) | INFO: Logger set to INFO
2024/07/31 (20:00:04) | INFO: Running on /dev/pts/2
2024/07/31 (20:00:05) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (20:00:08) | INFO: Quitting! Runtime: 00:00:04

2024/07/31 (20:01:21) | ===> btop++ v.1.3.0
2024/07/31 (20:01:21) | INFO: Logger set to INFO
2024/07/31 (20:01:21) | INFO: Running on /dev/pts/1

2024/07/31 (20:01:23) | ===> btop++ v.1.3.0
2024/07/31 (20:01:23) | INFO: Logger set to INFO
2024/07/31 (20:01:23) | INFO: Running on /dev/pts/1
2024/07/31 (20:01:24) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (20:02:12) | ===> btop++ v.1.3.0
2024/07/31 (20:02:12) | INFO: Logger set to INFO
2024/07/31 (20:02:12) | INFO: Running on /dev/pts/1

2024/07/31 (20:33:22) | ===> btop++ v.1.3.0
2024/07/31 (20:33:22) | INFO: Logger set to INFO
2024/07/31 (20:33:22) | INFO: Running on /dev/pts/2
2024/07/31 (20:33:23) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/07/31 (20:45:05) | ===> btop++ v.1.3.0
2024/07/31 (20:45:05) | INFO: Logger set to INFO
2024/07/31 (20:45:05) | INFO: Running on /dev/pts/1
2024/07/31 (20:45:06) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (21:09:11) | ERROR: Stall in Runner thread, restarting!

2024/07/31 (22:59:14) | ===> btop++ v.1.3.0
2024/07/31 (22:59:14) | INFO: Logger set to INFO
2024/07/31 (22:59:14) | INFO: Running on /dev/pts/1
2024/07/31 (22:59:15) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/07/31 (22:59:37) | INFO: Quitting! Runtime: 00:00:23

2024/08/01 (09:50:54) | ===> btop++ v.1.3.0
2024/08/01 (09:50:54) | INFO: Logger set to INFO
2024/08/01 (09:50:54) | INFO: Running on /dev/pts/1
2024/08/01 (09:50:55) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/01 (12:57:23) | ===> btop++ v.1.3.0
2024/08/01 (12:57:23) | INFO: Logger set to INFO
2024/08/01 (12:57:23) | INFO: Running on /dev/pts/2
2024/08/01 (12:57:24) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/01 (12:57:29) | INFO: Quitting! Runtime: 00:00:06

2024/08/01 (13:17:11) | ===> btop++ v.1.3.0
2024/08/01 (13:17:11) | INFO: Logger set to INFO
2024/08/01 (13:17:11) | INFO: Running on /dev/pts/1
2024/08/01 (13:17:12) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/01 (13:23:39) | ===> btop++ v.1.3.0
2024/08/01 (13:23:39) | INFO: Logger set to INFO
2024/08/01 (13:23:39) | INFO: Running on /dev/pts/1
2024/08/01 (13:23:40) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/01 (13:33:31) | ===> btop++ v.1.3.0
2024/08/01 (13:33:31) | INFO: Logger set to INFO
2024/08/01 (13:33:31) | INFO: Running on /dev/pts/1
2024/08/01 (13:33:32) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/01 (14:08:01) | ===> btop++ v.1.3.0
2024/08/01 (14:08:01) | INFO: Logger set to INFO
2024/08/01 (14:08:01) | INFO: Running on /dev/pts/2
2024/08/01 (14:08:02) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory

2024/08/01 (14:14:12) | ===> btop++ v.1.3.0
2024/08/01 (14:14:12) | INFO: Logger set to INFO
2024/08/01 (14:14:12) | INFO: Running on /dev/pts/2
2024/08/01 (14:14:13) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/01 (14:15:53) | INFO: Quitting! Runtime: 00:01:41

2024/08/01 (14:36:52) | ===> btop++ v.1.3.0
2024/08/01 (14:36:52) | INFO: Logger set to INFO
2024/08/01 (14:36:52) | INFO: Running on /dev/pts/2
2024/08/01 (14:36:54) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/01 (14:37:05) | INFO: Quitting! Runtime: 00:00:13
2024/08/01 (14:44:42) | INFO: Quitting! Runtime: 01:11:11

2024/08/01 (17:18:52) | ===> btop++ v.1.3.0
2024/08/01 (17:18:52) | INFO: Logger set to INFO
2024/08/01 (17:18:52) | INFO: Running on /dev/pts/1
2024/08/01 (17:18:54) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/01 (17:19:38) | INFO: Quitting! Runtime: 00:00:46

2024/08/01 (17:23:42) | ===> btop++ v.1.3.0
2024/08/01 (17:23:42) | INFO: Logger set to INFO
2024/08/01 (17:23:42) | INFO: Running on /dev/pts/2
2024/08/01 (17:23:43) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2024/08/01 (17:34:37) | INFO: Quitting! Runtime: 00:10:55

2024/08/01 (17:42:39) | ===> btop++ v.1.3.0
2024/08/01 (17:42:39) | INFO: Logger set to INFO
2024/08/01 (17:42:39) | INFO: Running on /dev/pts/2
